Lab,Study,type,SRS_ID,TKN_r,TKN_mpv,NO3_r,NO3_mpv,reported_NO3 method,TN_r,TN_mpv,TKN_r2,NO3_r2,TN_r2,TN_c,compare,inferred _TN_method,reported_TN_method,bias-TN-d,bias-TN-c,TN-d bias %,TN-c bias %,Flag TN-d,Flag TN-c
118,Spring - 2015,(high),126,NA,NA,1.58,1.48,NA,1.81,1.86,NA,1.58,1.81,NA,NA,d,colorimetric,-0.05,NA,-2.69,NA,,
118,Spring - 2015,(low),125,NA,NA,0.34,0.307,NA,0.51,0.464,NA,0.34,0.51,NA,NA,d,colorimetric,0.046,NA,9.91,NA,,
118,Spring - 2016,(low),129,NA,NA,0.25,0.267,NA,0.47,0.48,NA,0.25,0.47,NA,NA,d,colorimetric,-0.01,NA,-2.08,NA,,
118,Spring - 2017,(high),134,NA,NA,0.99,0.801,NA,2.31,0.98,NA,0.99,2.31,NA,NA,d,colorimetric,1.33,NA,135.71,NA,X,
118,Spring - 2017,(low),133,NA,NA,0.08,0.09,NA,0.123,0.199,NA,0.08,0.123,NA,NA,d,colorimetric,-0.076,NA,-38.19,NA,X,
118,Spring - 2018,(high),138,NA,NA,0.81,0.79,NA,1.49,1.27,NA,0.81,1.49,NA,NA,d,colorimetric,0.22,NA,17.32,NA,,
118,Spring - 2018,(low),137,NA,NA,0.33,0.326,NA,0.472,0.45,NA,0.33,0.472,NA,NA,d,colorimetric,0.022,NA,4.89,NA,,
138,Fall - 2012,(high),116,0.428,0.428,0.44,0.445,colorimetric,NA,0.889,0.428,0.44,NA,0.868,NA,c,NA,NA,-0.021,NA,-2.36,,
138,Fall - 2012,(low),115,0.261,0.264,0.226,0.228,colorimetric,NA,0.463,0.261,0.226,NA,0.487,NA,c,NA,NA,0.024,NA,5.18,,
138,Fall - 2013,(high),120,0.546,0.54,0.688,0.692,IC,NA,1.21,0.546,0.688,NA,1.234,NA,c,NA,NA,0.024,NA,1.98,,
138,Fall - 2013,(low),119,0.281,0.267,0.268,0.271,IC,NA,0.536,0.281,0.268,NA,0.549,NA,c,NA,NA,0.013,NA,2.43,,F
138,Fall - 2014,(high),124,0.216,0.212,0.539,0.556,colorimetric,NA,0.73,0.216,0.539,NA,0.755,NA,c,NA,NA,0.025,NA,3.42,,
138,Fall - 2014,(low),123,0.297,0.32,0.246,0.257,colorimetric,NA,0.555,0.297,0.246,NA,0.543,NA,c,NA,NA,-0.012,NA,-2.16,,
138,Fall - 2015,(high),128,0.526,0.518,3.05,3.04,colorimetric,NA,3.53,0.526,3.05,NA,3.576,NA,c,NA,NA,0.046,NA,1.3,,
138,Fall - 2015,(low),127,0.142,0.139,0.307,0.302,colorimetric,NA,0.437,0.142,0.307,NA,0.449,NA,c,NA,NA,0.012,NA,2.75,,
138,Fall - 2016,(high),132,0.383,0.317,0.952,0.933,colorimetric,NA,1.24,0.383,0.952,NA,1.335,NA,c,NA,NA,0.095,NA,7.66,,
138,Fall - 2016,(low),131,0.174,0.14,0.366,0.362,colorimetric,NA,0.491,0.174,0.366,NA,0.54,NA,c,NA,NA,0.049,NA,9.98,,
138,Spring - 2012,(high),114,1.03,1.03,1.14,1.13,colorimetric,NA,2.15,1.03,1.14,NA,2.17,NA,c,NA,NA,0.02,NA,0.93,,
138,Spring - 2012,(low),113,0.211,0.258,0.11,0.107,colorimetric,NA,0.349,0.211,0.11,NA,0.321,NA,c,NA,NA,-0.028,NA,-8.02,,
138,Spring - 2013,(high),118,0.984,0.93,0.602,0.59,colorimetric,NA,1.48,0.984,0.602,NA,1.586,NA,c,NA,NA,0.106,NA,7.16,,
138,Spring - 2013,(low),117,0.445,0.44,0.216,0.22,colorimetric,NA,0.641,0.445,0.216,NA,0.661,NA,c,NA,NA,0.02,NA,3.12,,
142,Fall - 2012,(low),115,0.294,0.264,0.22,0.228,colorimetric,0.514,0.463,0.294,0.22,0.514,0.514,0,c,colorimetric,NA,0.051,NA,11.02,,
142,Fall - 2013,(high),120,0.56,0.54,0.73,0.692,colorimetric,1.29,1.21,0.56,0.73,1.29,1.29,0,c,colorimetric,NA,0.08,NA,6.61,,
142,Fall - 2013,(low),119,0.296,0.267,0.27,0.271,colorimetric,0.566,0.536,0.296,0.27,0.566,0.566,0,c,colorimetric,NA,0.03,NA,5.6,,
142,Fall - 2014,(high),124,0.18,0.212,0.53,0.556,colorimetric,0.71,0.73,0.18,0.53,0.71,0.71,0,c,colorimetric,NA,-0.02,NA,-2.74,,
142,Fall - 2014,(low),123,0.32,0.32,0.24,0.257,colorimetric,0.56,0.555,0.32,0.24,0.56,0.56,0,c,colorimetric,NA,0.005,NA,0.9,,
142,Fall - 2015,(high),128,0.55,0.518,3.08,3.04,colorimetric,3.63,3.53,0.55,3.08,3.63,3.63,0,c,colorimetric,NA,0.1,NA,2.83,,
142,Fall - 2015,(low),127,0.22,0.139,0.3,0.302,colorimetric,0.52,0.437,0.22,0.3,0.52,0.52,0,c,colorimetric,NA,0.083,NA,18.99,,
142,Fall - 2016,(high),132,0.37,0.317,0.89,0.933,colorimetric,1.26,1.24,0.37,0.89,1.26,1.26,0,c,colorimetric,NA,0.02,NA,1.61,,
142,Fall - 2016,(low),131,0.12,0.14,0.33,0.362,colorimetric,0.45,0.491,0.12,0.33,0.45,0.45,0,c,colorimetric,NA,-0.041,NA,-8.35,,
142,Fall - 2017,(high),136,0.42,0.409,0.61,0.639,colorimetric,1.03,1.06,0.42,0.61,1.03,1.03,0,c,colorimetric,NA,-0.03,NA,-2.83,,
142,Fall - 2017,(low),135,0.21,0.18,0.4,0.436,colorimetric,0.61,0.616,0.21,0.4,0.61,0.61,0,c,colorimetric,NA,-0.006,NA,-0.97,,
142,Fall - 2018,(high),140,0.48,0.486,0.682,0.663,colorimetric,1.16,1.14,0.48,0.682,1.16,1.162,0.002,c,colorimetric,NA,0.022,NA,1.93,,
142,Fall - 2018,(low),139,0.08,0.111,0.2,0.2,colorimetric,0.284,0.307,0.08,0.2,0.284,0.28,-0.004,c,colorimetric,NA,-0.027,NA,-8.79,,
142,Spring - 2012,(high),114,1.1,1.03,1.17,1.13,colorimetric,2.27,2.15,1.1,1.17,2.27,2.27,0,c,colorimetric,NA,0.12,NA,5.58,,
142,Spring - 2012,(low),113,0.267,0.258,0.1,0.107,colorimetric,0.367,0.349,0.267,0.1,0.367,0.367,0,c,colorimetric,NA,0.018,NA,5.16,,
142,Spring - 2013,(low),117,0.431,0.44,0.207,0.22,colorimetric,0.641,0.641,0.431,0.207,0.641,0.638,-0.003,c,colorimetric,NA,-0.003,NA,-0.47,,
142,Spring - 2014,(high),122,0.48,0.59,1.16,1.1,colorimetric,1.64,1.7,0.48,1.16,1.64,1.64,0,c,colorimetric,NA,-0.06,NA,-3.53,,
142,Spring - 2014,(low),121,1.42,0.139,4.21,0.418,colorimetric,5.63,0.555,1.42,4.21,5.63,5.63,0,c,colorimetric,NA,5.075,NA,914.41,B,
142,Spring - 2015,(high),126,0.4,0.392,1.47,1.48,colorimetric,1.87,1.86,0.4,1.47,1.87,1.87,0,c,colorimetric,NA,0.01,NA,0.54,,
142,Spring - 2015,(low),125,0.22,0.162,0.29,0.307,colorimetric,0.51,0.464,0.22,0.29,0.51,0.51,0,c,colorimetric,NA,0.046,NA,9.91,,
142,Spring - 2016,(high),130,0.51,0.547,1.8,1.81,colorimetric,2.31,2.32,0.51,1.8,2.31,2.31,0,c,colorimetric,NA,-0.01,NA,-0.43,,
142,Spring - 2016,(low),129,0.2,0.24,0.25,0.267,colorimetric,0.45,0.48,0.2,0.25,0.45,0.45,0,c,colorimetric,NA,-0.03,NA,-6.25,,
142,Spring - 2017,(high),134,0.28,0.196,0.76,0.801,colorimetric,1.04,0.98,0.28,0.76,1.04,1.04,0,c,colorimetric,NA,0.06,NA,6.12,,
142,Spring - 2017,(low),133,0.19,0.134,0.08,0.09,colorimetric,0.27,0.199,0.19,0.08,0.27,0.27,0,c,colorimetric,NA,0.071,NA,35.68,,X
142,Spring - 2018,(high),138,0.57,0.495,0.73,0.79,colorimetric,1.3,1.27,0.57,0.73,1.3,1.3,0,c,colorimetric,NA,0.03,NA,2.36,,
142,Spring - 2018,(low),137,0.14,0.143,0.28,0.326,colorimetric,0.42,0.45,0.14,0.28,0.42,0.42,0,c,colorimetric,NA,-0.03,NA,-6.67,,
146,Spring - 2012,(high),114,0.92,1.03,1.04,1.13,colorimetric,1.96,2.15,0.92,1.04,1.96,1.96,0,c,colorimetric,NA,-0.19,NA,-8.84,,
146,Spring - 2012,(low),113,0.325,0.258,0.103,0.107,colorimetric,0.428,0.349,0.325,0.103,0.428,0.428,0,c,colorimetric,NA,0.079,NA,22.64,,
158,Fall - 2012,(high),116,0.432,0.428,0.441,0.445,colorimetric,0.873,0.889,0.432,0.441,0.873,0.873,0,c,other,NA,-0.016,NA,-1.8,,
158,Fall - 2012,(low),115,0.244,0.264,0.213,0.228,colorimetric,0.457,0.463,0.244,0.213,0.457,0.457,0,c,colorimetric,NA,-0.006,NA,-1.3,,
158,Fall - 2013,(high),120,0.586,0.54,0.664,0.692,colorimetric,1.25,1.21,0.586,0.664,1.25,1.25,0,c,colorimetric,NA,0.04,NA,3.31,,
158,Fall - 2013,(low),119,0.292,0.267,0.244,0.271,colorimetric,0.536,0.536,0.292,0.244,0.536,0.536,0,c,colorimetric,NA,0,NA,0,,
158,Fall - 2014,(high),124,0.215,0.212,0.512,0.556,colorimetric,0.727,0.73,0.215,0.512,0.727,0.727,0,c,colorimetric,NA,-0.003,NA,-0.41,,
158,Fall - 2014,(low),123,0.28,0.32,0.236,0.257,colorimetric,0.516,0.555,0.28,0.236,0.516,0.516,0,c,colorimetric,NA,-0.039,NA,-7.03,,
158,Fall - 2015,(high),128,0.72,0.518,2.83,3.04,colorimetric,3.55,3.53,0.72,2.83,3.55,3.55,0,c,colorimetric,NA,0.02,NA,0.57,,
158,Fall - 2015,(low),127,0.172,0.139,0.275,0.302,colorimetric,0.447,0.437,0.172,0.275,0.447,0.447,0,c,colorimetric,NA,0.01,NA,2.29,,
158,Fall - 2016,(high),132,0.34,0.317,0.96,0.933,colorimetric,1.3,1.24,0.34,0.96,1.3,1.3,0,c,colorimetric,NA,0.06,NA,4.84,,
158,Fall - 2016,(low),131,0.207,0.14,0.316,0.362,colorimetric,0.523,0.491,0.207,0.316,0.523,0.523,0,c,colorimetric,NA,0.032,NA,6.52,,
158,Fall - 2017,(high),136,0.368,0.409,0.632,0.639,colorimetric,1,1.06,0.368,0.632,1,1,0,c,colorimetric,NA,-0.06,NA,-5.66,,
158,Fall - 2017,(low),135,0.14,0.18,0.445,0.436,colorimetric,0.585,0.616,0.14,0.445,0.585,0.585,0,c,colorimetric,NA,-0.031,NA,-5.03,,
158,Fall - 2018,(high),140,0.5,0.486,0.66,0.663,colorimetric,1.16,1.14,0.5,0.66,1.16,1.16,0,c,colorimetric,NA,0.02,NA,1.75,,
158,Fall - 2018,(low),139,0.11,0.111,0.2,0.2,colorimetric,0.31,0.307,0.11,0.2,0.31,0.31,0,c,colorimetric,NA,0.003,NA,0.98,,
158,Spring - 2012,(high),114,1.15,1.03,1.13,1.13,colorimetric,2.28,2.15,1.15,1.13,2.28,2.28,0,c,colorimetric,NA,0.13,NA,6.05,,
158,Spring - 2012,(low),113,0.28,0.258,0.093,0.107,colorimetric,0.373,0.349,0.28,0.093,0.373,0.373,0,c,colorimetric,NA,0.024,NA,6.88,,
158,Spring - 2014,(high),122,0.71,0.59,1.07,1.1,colorimetric,1.78,1.7,0.71,1.07,1.78,1.78,0,c,colorimetric,NA,0.08,NA,4.71,,
158,Spring - 2014,(low),121,9.90E-02,0.139,0.405,0.418,colorimetric,0.504,0.555,0.099,0.405,0.504,0.504,0,c,colorimetric,NA,-0.051,NA,-9.19,,
158,Spring - 2015,(high),126,0.49,0.392,1.49,1.48,colorimetric,1.98,1.86,0.49,1.49,1.98,1.98,0,c,other,NA,0.12,NA,6.45,,
158,Spring - 2015,(low),125,0.215,0.162,0.3,0.307,colorimetric,0.515,0.464,0.215,0.3,0.515,0.515,0,c,other,NA,0.051,NA,10.99,,
158,Spring - 2016,(high),130,0.67,0.547,1.81,1.81,colorimetric,2.48,2.32,0.67,1.81,2.48,2.48,0,c,colorimetric,NA,0.16,NA,6.9,,
158,Spring - 2016,(low),129,0.24,0.24,0.253,0.267,colorimetric,0.493,0.48,0.24,0.253,0.493,0.493,0,c,colorimetric,NA,0.013,NA,2.71,,
158,Spring - 2017,(high),134,0.257,0.196,0.763,0.801,colorimetric,1.02,0.98,0.257,0.763,1.02,1.02,0,c,colorimetric,NA,0.04,NA,4.08,,
158,Spring - 2017,(low),133,0.135,0.134,0.108,0.09,colorimetric,0.243,0.199,0.135,0.108,0.243,0.243,0,c,colorimetric,NA,0.044,NA,22.11,,
158,Spring - 2018,(high),138,0.571,0.495,0.779,0.79,colorimetric,1.35,1.27,0.571,0.779,1.35,1.35,0,c,colorimetric,NA,0.08,NA,6.3,,
158,Spring - 2018,(low),137,0.146,0.143,0.322,0.326,colorimetric,0.468,0.45,0.146,0.322,0.468,0.468,0,c,colorimetric,NA,0.018,NA,4,,
180,Fall - 2012,(high),116,0.42,0.428,0.477,0.445,IC,NA,0.889,0.42,0.477,NA,0.897,NA,c,NA,NA,0.008,NA,0.9,,
180,Fall - 2012,(low),115,0.256,0.264,0.224,0.228,IC,NA,0.463,0.256,0.224,NA,0.48,NA,c,NA,NA,0.017,NA,3.67,,
180,Fall - 2013,(high),120,0.498,0.54,0.723,0.692,IC,NA,1.21,0.498,0.723,NA,1.221,NA,c,NA,NA,0.011,NA,0.91,,
180,Fall - 2013,(low),119,0.239,0.267,0.275,0.271,IC,NA,0.536,0.239,0.275,NA,0.514,NA,c,NA,NA,-0.022,NA,-4.1,,
180,Fall - 2014,(high),124,0.212,0.212,0.548,0.556,IC,NA,0.73,0.212,0.548,NA,0.76,NA,c,NA,NA,0.03,NA,4.11,,
180,Fall - 2014,(low),123,0.303,0.32,0.249,0.257,IC,NA,0.555,0.303,0.249,NA,0.552,NA,c,NA,NA,-0.003,NA,-0.54,,
180,Fall - 2015,(high),128,0.51,0.518,3.08,3.04,IC,NA,3.53,0.51,3.08,NA,3.59,NA,c,NA,NA,0.06,NA,1.7,,
180,Fall - 2015,(low),127,0.175,0.139,0.308,0.302,IC,NA,0.437,0.175,0.308,NA,0.483,NA,c,NA,NA,0.046,NA,10.53,,
180,Fall - 2016,(high),132,0.906,0.317,0.904,0.933,IC,NA,1.24,0.906,0.904,NA,1.81,NA,c,NA,NA,0.57,NA,45.97,,X
180,Fall - 2016,(low),131,0.175,0.14,0.351,0.362,IC,NA,0.491,0.175,0.351,NA,0.526,NA,c,NA,NA,0.035,NA,7.13,,
180,Fall - 2017,(high),136,0.42,0.409,0.621,0.639,IC,NA,1.06,0.42,0.621,NA,1.041,NA,c,NA,NA,-0.019,NA,-1.79,,
180,Fall - 2017,(low),135,0.185,0.18,0.421,0.436,IC,NA,0.616,0.185,0.421,NA,0.606,NA,c,NA,NA,-0.01,NA,-1.62,,
180,Fall - 2018,(high),140,0.51,0.486,0.655,0.663,IC,NA,1.14,0.51,0.655,NA,1.165,NA,c,NA,NA,0.025,NA,2.19,,F
180,Fall - 2018,(low),139,0.088,0.111,0.194,0.2,IC,NA,0.307,0.088,0.194,NA,0.282,NA,c,NA,NA,-0.025,NA,-8.14,,F
180,Spring - 2012,(high),114,1.05,1.03,1.12,1.13,IC,NA,2.15,1.05,1.12,NA,2.17,NA,c,NA,NA,0.02,NA,0.93,,
180,Spring - 2012,(low),113,0.27,0.258,0.101,0.107,IC,NA,0.349,0.27,0.101,NA,0.371,NA,c,NA,NA,0.022,NA,6.3,,
180,Spring - 2013,(high),118,0.919,0.93,0.567,0.59,IC,NA,1.48,0.919,0.567,NA,1.486,NA,c,NA,NA,0.006,NA,0.41,,F
180,Spring - 2013,(low),117,0.433,0.44,0.219,0.22,IC,NA,0.641,0.433,0.219,NA,0.652,NA,c,NA,NA,0.011,NA,1.72,,
180,Spring - 2014,(high),122,0.563,0.59,1.07,1.1,IC,NA,1.7,0.563,1.07,NA,1.633,NA,c,NA,NA,-0.067,NA,-3.94,,
180,Spring - 2014,(low),121,0.191,0.139,0.405,0.418,IC,NA,0.555,0.191,0.405,NA,0.596,NA,c,NA,NA,0.041,NA,7.39,,
180,Spring - 2015,(high),126,0.328,0.392,1.5,1.48,IC,NA,1.86,0.328,1.5,NA,1.828,NA,c,NA,NA,-0.032,NA,-1.72,,F
180,Spring - 2015,(low),125,0.182,0.162,0.285,0.307,IC,NA,0.464,0.182,0.285,NA,0.467,NA,c,NA,NA,0.003,NA,0.65,,F
180,Spring - 2016,(high),130,0.547,0.547,1.79,1.81,IC,NA,2.32,0.547,1.79,NA,2.337,NA,c,NA,NA,0.017,NA,0.73,,
180,Spring - 2016,(low),129,0.268,0.24,0.267,0.267,IC,NA,0.48,0.268,0.267,NA,0.535,NA,c,NA,NA,0.055,NA,11.46,,
180,Spring - 2017,(high),134,0.177,0.196,0.742,0.801,IC,NA,0.98,0.177,0.742,NA,0.919,NA,c,NA,NA,-0.061,NA,-6.22,,
180,Spring - 2017,(low),133,0.114,0.134,8.40E-02,0.09,IC,NA,0.199,0.114,0.084,NA,0.198,NA,c,NA,NA,-0.001,NA,-0.5,,F
180,Spring - 2018,(high),138,0.503,0.495,0.781,0.79,IC,NA,1.27,0.503,0.781,NA,1.284,NA,c,NA,NA,0.014,NA,1.1,,F
180,Spring - 2018,(low),137,0.148,0.143,0.338,0.326,IC,NA,0.45,0.148,0.338,NA,0.486,NA,c,NA,NA,0.036,NA,8,,F
183,Fall - 2013,(high),120,0.799,0.54,0.341,0.692,colorimetric,1.14,1.21,0.799,0.341,1.14,1.14,0,c,colorimetric,NA,-0.07,NA,-5.79,,
183,Fall - 2013,(low),119,0.38,0.267,0.124,0.271,colorimetric,0.504,0.536,0.38,0.124,0.504,0.504,0,c,colorimetric,NA,-0.032,NA,-5.97,,
193,Fall - 2013,(high),120,NA,NA,0.69,0.692,NA,1.23,1.21,NA,0.69,1.23,NA,NA,d,colorimetric,0.02,NA,1.65,NA,,
193,Fall - 2013,(low),119,NA,NA,0.27,0.271,NA,0.52,0.536,NA,0.27,0.52,NA,NA,d,colorimetric,-0.016,NA,-2.99,NA,,
193,Fall - 2018,(high),140,NA,NA,0.68,0.663,NA,1.17,1.14,NA,0.68,1.17,NA,NA,d,colorimetric,0.03,NA,2.63,NA,,
193,Spring - 2012,(high),114,NA,NA,1.11,1.13,NA,2.16,2.15,NA,1.11,2.16,NA,NA,d,colorimetric,0.01,NA,0.47,NA,,
193,Spring - 2012,(low),113,NA,NA,0.11,0.107,NA,0.36,0.349,NA,0.11,0.36,NA,NA,d,colorimetric,0.011,NA,3.15,NA,,
198,Fall - 2012,(high),116,NA,NA,0.445,0.445,NA,0.876,0.889,NA,0.445,0.876,NA,NA,d,colorimetric,-0.013,NA,-1.46,NA,,
198,Fall - 2012,(low),115,NA,NA,0.229,0.228,NA,0.465,0.463,NA,0.229,0.465,NA,NA,d,colorimetric,0.002,NA,0.43,NA,,
198,Fall - 2013,(high),120,NA,NA,0.692,0.692,NA,1.286,1.21,NA,0.692,1.286,NA,NA,d,colorimetric,0.076,NA,6.28,NA,,
198,Fall - 2013,(low),119,NA,NA,0.273,0.271,NA,0.522,0.536,NA,0.273,0.522,NA,NA,d,colorimetric,-0.014,NA,-2.61,NA,,
198,Fall - 2014,(high),124,NA,NA,0.567,0.556,NA,0.73,0.73,NA,0.567,0.73,NA,NA,d,colorimetric,0,NA,0,NA,,
198,Fall - 2014,(low),123,NA,NA,0.257,0.257,NA,0.563,0.555,NA,0.257,0.563,NA,NA,d,colorimetric,0.008,NA,1.44,NA,,
198,Fall - 2015,(high),128,NA,NA,3.024,3.04,NA,3.522,3.53,NA,3.024,3.522,NA,NA,d,colorimetric,-0.008,NA,-0.23,NA,,
198,Fall - 2015,(low),127,NA,NA,0.296,0.302,NA,0.427,0.437,NA,0.296,0.427,NA,NA,d,colorimetric,-0.01,NA,-2.29,NA,,
198,Fall - 2016,(high),132,NA,NA,0.961,0.933,NA,1.246,1.24,NA,0.961,1.246,NA,NA,d,colorimetric,0.006,NA,0.48,NA,,
198,Fall - 2016,(low),131,NA,NA,0.36,0.362,NA,0.467,0.491,NA,0.36,0.467,NA,NA,d,colorimetric,-0.024,NA,-4.89,NA,,
198,Fall - 2017,(high),136,NA,NA,0.676,0.639,NA,1.073,1.06,NA,0.676,1.073,NA,NA,d,colorimetric,0.013,NA,1.23,NA,,
198,Fall - 2017,(low),135,NA,NA,0.459,0.436,NA,0.592,0.616,NA,0.459,0.592,NA,NA,d,colorimetric,-0.024,NA,-3.9,NA,,
198,Fall - 2018,(high),140,NA,NA,0.678,0.663,NA,1.155,1.14,NA,0.678,1.155,NA,NA,d,colorimetric,0.015,NA,1.32,NA,,
198,Fall - 2018,(low),139,NA,NA,0.2,0.2,NA,0.313,0.307,NA,0.2,0.313,NA,NA,d,colorimetric,0.006,NA,1.95,NA,,
198,Spring - 2012,(high),114,NA,NA,1.169,1.13,NA,2.214,2.15,NA,1.169,2.214,NA,NA,d,colorimetric,0.064,NA,2.98,NA,,
198,Spring - 2012,(low),113,NA,NA,0.113,0.107,NA,0.341,0.349,NA,0.113,0.341,NA,NA,d,colorimetric,-0.008,NA,-2.29,NA,,
198,Spring - 2013,(high),118,NA,NA,0.623,0.59,NA,1.53,1.48,NA,0.623,1.53,NA,NA,d,colorimetric,0.05,NA,3.38,NA,,
198,Spring - 2013,(low),117,NA,NA,0.235,0.22,NA,0.645,0.641,NA,0.235,0.645,NA,NA,d,colorimetric,0.004,NA,0.62,NA,,
198,Spring - 2014,(high),122,NA,NA,1.099,1.1,NA,1.737,1.7,NA,1.099,1.737,NA,NA,d,colorimetric,0.037,NA,2.18,NA,,
198,Spring - 2014,(low),121,NA,NA,0.415,0.418,NA,0.595,0.555,NA,0.415,0.595,NA,NA,d,colorimetric,0.04,NA,7.21,NA,,
198,Spring - 2015,(high),126,NA,NA,1.475,1.48,NA,1.861,1.86,NA,1.475,1.861,NA,NA,d,colorimetric,0.001,NA,0.05,NA,,
198,Spring - 2015,(low),125,NA,NA,0.314,0.307,NA,0.483,0.464,NA,0.314,0.483,NA,NA,d,colorimetric,0.019,NA,4.09,NA,,
198,Spring - 2016,(high),130,NA,NA,1.783,1.81,NA,2.264,2.32,NA,1.783,2.264,NA,NA,d,colorimetric,-0.056,NA,-2.41,NA,,
198,Spring - 2016,(low),129,NA,NA,0.265,0.267,NA,0.445,0.48,NA,0.265,0.445,NA,NA,d,colorimetric,-0.035,NA,-7.29,NA,,
198,Spring - 2017,(high),134,NA,NA,0.83,0.801,NA,0.986,0.98,NA,0.83,0.986,NA,NA,d,colorimetric,0.006,NA,0.61,NA,,
198,Spring - 2017,(low),133,NA,NA,9.10E-02,0.09,NA,0.197,0.199,NA,0.091,0.197,NA,NA,d,colorimetric,-0.002,NA,-1.01,NA,,
198,Spring - 2018,(high),138,NA,NA,0.825,0.79,NA,1.258,1.27,NA,0.825,1.258,NA,NA,d,colorimetric,-0.012,NA,-0.94,NA,,
198,Spring - 2018,(low),137,NA,NA,0.343,0.326,NA,0.463,0.45,NA,0.343,0.463,NA,NA,d,colorimetric,0.013,NA,2.89,NA,,
209,Fall - 2012,(high),116,1.829,0.428,0.39,0.437,IC,2.22,0.889,1.829,0.39,2.22,2.219,-0.001,c,colorimetric,NA,1.33,NA,149.61,,"X, G"
209,Fall - 2016,(high),132,NA,NA,NA,NA,NA,1.272,1.24,NA,NA,1.272,NA,NA,d,colorimetric,0.032,NA,2.58,NA,,
209,Spring - 2012,(low),113,NA,NA,NA,NA,NA,0.341,0.349,NA,NA,0.341,NA,NA,d,colorimetric,-0.008,NA,-2.29,NA,,
209,Spring - 2014,(low),121,NA,NA,NA,NA,NA,0.627,0.555,NA,NA,0.627,NA,NA,d,colorimetric,0.072,NA,12.97,NA,,
212,Fall - 2012,(high),116,0.77,0.428,0.44,0.445,colorimetric,1.2,0.889,0.77,0.44,1.2,1.21,0.01,c,other,NA,0.321,NA,36.11,,X
212,Fall - 2013,(high),120,0.66,0.54,0.7,0.692,colorimetric,1.4,1.21,0.66,0.7,1.4,1.36,-0.04,c,other,NA,0.15,NA,12.4,,
212,Spring - 2013,(high),118,0.85,0.93,0.63,0.59,colorimetric,1.5,1.48,0.85,0.63,1.5,1.48,-0.02,c,other,NA,0,NA,0,,
224,Fall - 2013,(high),120,NA,NA,NA,NA,NA,1.14,1.21,NA,NA,1.14,NA,NA,d,colorimetric,-0.07,NA,-5.79,NA,,
224,Fall - 2013,(low),119,NA,NA,NA,NA,NA,0.59,0.536,NA,NA,0.59,NA,NA,d,colorimetric,0.054,NA,10.07,NA,,
224,Fall - 2014,(high),124,NA,NA,0.59,0.556,NA,0.65,0.73,NA,0.59,0.65,NA,NA,d,colorimetric,-0.08,NA,-10.96,NA,,
224,Fall - 2014,(low),123,NA,NA,0.28,0.257,NA,0.52,0.555,NA,0.28,0.52,NA,NA,d,colorimetric,-0.035,NA,-6.31,NA,,
224,Fall - 2015,(high),128,NA,NA,3,3.04,NA,3.59,3.53,NA,3,3.59,NA,NA,d,colorimetric,0.06,NA,1.7,NA,,
224,Fall - 2015,(low),127,NA,NA,0.3,0.302,NA,0.49,0.437,NA,0.3,0.49,NA,NA,d,colorimetric,0.053,NA,12.13,NA,,
224,Fall - 2016,(high),132,NA,NA,0.92,0.933,NA,1.24,1.24,NA,0.92,1.24,NA,NA,d,colorimetric,0,NA,0,NA,,
224,Fall - 2016,(low),131,NA,NA,0.39,0.362,NA,0.51,0.491,NA,0.39,0.51,NA,NA,d,colorimetric,0.019,NA,3.87,NA,,
224,Fall - 2018,(high),140,NA,NA,0.69,0.663,NA,1.18,1.14,NA,0.69,1.18,NA,NA,d,colorimetric,0.04,NA,3.51,NA,,
224,Fall - 2018,(low),139,NA,NA,0.21,0.2,NA,0.36,0.307,NA,0.21,0.36,NA,NA,d,colorimetric,0.053,NA,17.26,NA,,
224,Spring - 2013,(high),118,NA,NA,0.55,0.59,NA,1.32,1.48,NA,0.55,1.32,NA,NA,d,colorimetric,-0.16,NA,-10.81,NA,,
224,Spring - 2013,(low),117,NA,NA,0.19,0.22,NA,0.63,0.641,NA,0.19,0.63,NA,NA,d,colorimetric,-0.011,NA,-1.72,NA,,
224,Spring - 2014,(high),122,NA,NA,1.1,1.1,NA,1.49,1.7,NA,1.1,1.49,NA,NA,d,colorimetric,-0.21,NA,-12.35,NA,,
224,Spring - 2014,(low),121,NA,NA,0.42,0.418,NA,0.51,0.555,NA,0.42,0.51,NA,NA,d,colorimetric,-0.045,NA,-8.11,NA,,
224,Spring - 2015,(high),126,NA,NA,1.61,1.48,NA,1.8,1.86,NA,1.61,1.8,NA,NA,d,colorimetric,-0.06,NA,-3.23,NA,,
224,Spring - 2015,(low),125,NA,NA,0.33,0.307,NA,0.42,0.464,NA,0.33,0.42,NA,NA,d,colorimetric,-0.044,NA,-9.48,NA,,
224,Spring - 2016,(high),130,NA,NA,1.88,1.81,NA,2.29,2.32,NA,1.88,2.29,NA,NA,d,colorimetric,-0.03,NA,-1.29,NA,,
224,Spring - 2016,(low),129,NA,NA,0.28,0.267,NA,0.46,0.48,NA,0.28,0.46,NA,NA,d,colorimetric,-0.02,NA,-4.17,NA,,
224,Spring - 2017,(high),134,NA,NA,0.81,0.801,NA,0.96,0.98,NA,0.81,0.96,NA,NA,d,colorimetric,-0.02,NA,-2.04,NA,,
224,Spring - 2017,(low),133,NA,NA,0.08,0.09,NA,0.19,0.199,NA,0.08,0.19,NA,NA,d,colorimetric,-0.009,NA,-4.52,NA,,
