Lab,Study,type,SRS_ID,TKN_r,TKN_mpv,NO3_r,NO3_mpv,reported_NO3 method,TN_r,TN_mpv,TKN_r2,NO3_r2,TN_r2,TN_c,compare,inferred _TN_method,reported_TN_method,bias-TN-d,bias-TN-c,TN-d bias %,TN-c bias %,Flag TN-d,Flag TN-c
419,Fall - 2016,(low),131,NA,NA,0.342,0.362,NA,0.474,0.491,NA,0.342,0.474,NA,NA,d,colorimetric,-0.017,NA,-3.46,NA,,
419,Fall - 2017,(high),136,NA,NA,0.631,0.639,NA,1.1,1.06,NA,0.631,1.1,NA,NA,d,colorimetric,0.04,NA,3.77,NA,,
419,Fall - 2017,(low),135,NA,NA,0.42,0.436,NA,0.593,0.616,NA,0.42,0.593,NA,NA,d,colorimetric,-0.023,NA,-3.73,NA,,
419,Fall - 2018,(high),140,NA,NA,0.665,0.663,NA,1.16,1.14,NA,0.665,1.16,NA,NA,d,colorimetric,0.02,NA,1.75,NA,,
419,Fall - 2018,(low),139,NA,NA,0.185,0.2,NA,0.285,0.307,NA,0.185,0.285,NA,NA,d,colorimetric,-0.022,NA,-7.17,NA,,
419,Spring - 2012,(high),114,NA,NA,1.09,1.13,NA,2.13,2.15,NA,1.09,2.13,NA,NA,d,colorimetric,-0.02,NA,-0.93,NA,,
419,Spring - 2012,(low),113,NA,NA,0.103,0.107,NA,0.334,0.349,NA,0.103,0.334,NA,NA,d,colorimetric,-0.015,NA,-4.3,NA,,
419,Spring - 2013,(high),118,NA,NA,0.58,0.59,NA,1.48,1.48,NA,0.58,1.48,NA,NA,d,colorimetric,0,NA,0,NA,,
419,Spring - 2013,(low),117,NA,NA,0.214,0.22,NA,0.62,0.641,NA,0.214,0.62,NA,NA,d,colorimetric,-0.021,NA,-3.28,NA,,
419,Spring - 2014,(high),122,NA,NA,1.07,1.1,NA,1.74,1.7,NA,1.07,1.74,NA,NA,d,colorimetric,0.04,NA,2.35,NA,,
419,Spring - 2014,(low),121,NA,NA,0.404,0.418,NA,0.55,0.555,NA,0.404,0.55,NA,NA,d,colorimetric,-0.005,NA,-0.9,NA,,
419,Spring - 2015,(high),126,NA,NA,1.44,1.48,NA,1.81,1.86,NA,1.44,1.81,NA,NA,d,colorimetric,-0.05,NA,-2.69,NA,,
419,Spring - 2015,(low),125,NA,NA,0.296,0.307,NA,0.481,0.464,NA,0.296,0.481,NA,NA,d,colorimetric,0.017,NA,3.66,NA,,
419,Spring - 2016,(high),130,NA,NA,1.79,1.81,NA,2.35,2.32,NA,1.79,2.35,NA,NA,d,colorimetric,0.03,NA,1.29,NA,,
419,Spring - 2016,(low),129,NA,NA,0.256,0.267,NA,0.441,0.48,NA,0.256,0.441,NA,NA,d,colorimetric,-0.039,NA,-8.13,NA,,
419,Spring - 2018,(high),138,NA,NA,0.767,0.79,NA,1.24,1.27,NA,0.767,1.24,NA,NA,d,colorimetric,-0.03,NA,-2.36,NA,,
419,Spring - 2018,(low),137,NA,NA,0.318,0.326,NA,0.476,0.45,NA,0.318,0.476,NA,NA,d,colorimetric,0.026,NA,5.78,NA,,
421,Spring - 2016,(low),129,NA,NA,0.267,0.267,NA,0.479,0.48,NA,0.267,0.479,NA,NA,d,colorimetric,-0.001,NA,-0.21,NA,,
430,Fall - 2012,(low),115,NA,NA,0.251,0.228,NA,0.501,0.463,NA,0.251,0.501,NA,NA,d,colorimetric,0.038,NA,8.21,NA,,
430,Fall - 2015,(low),127,NA,NA,0.315,0.302,NA,0.575,0.437,NA,0.315,0.575,NA,NA,d,colorimetric,0.138,NA,31.58,NA,,
430,Spring - 2012,(low),113,0.227,0.258,0.114,0.107,colorimetric,0.341,0.349,0.227,0.114,0.341,0.341,0,c,colorimetric,NA,-0.008,NA,-2.29,,
430,Spring - 2013,(low),117,NA,NA,0.217,0.22,NA,0.631,0.641,NA,0.217,0.631,NA,NA,d,colorimetric,-0.01,NA,-1.56,NA,,
430,Spring - 2016,(low),129,NA,NA,0.253,0.267,NA,1.89,0.48,NA,0.253,1.89,NA,NA,d,colorimetric,1.41,NA,293.75,NA,X,
435,Fall - 2012,(low),115,NA,NA,0.192,0.228,NA,0.262,0.463,NA,0.192,0.262,NA,NA,d,colorimetric,-0.201,NA,-43.41,NA,D ,
435,Fall - 2013,(low),119,NA,NA,0.261,0.271,NA,0.494,0.536,NA,0.261,0.494,NA,NA,d,colorimetric,-0.042,NA,-7.84,NA,,
435,Fall - 2015,(low),127,NA,NA,0.3,0.302,NA,0.439,0.437,NA,0.3,0.439,NA,NA,d,colorimetric,0.002,NA,0.46,NA,,
435,Fall - 2016,(low),131,NA,NA,0.352,0.362,NA,0.476,0.491,NA,0.352,0.476,NA,NA,d,colorimetric,-0.015,NA,-3.05,NA,,
435,Fall - 2017,(low),135,NA,NA,0.44,0.436,NA,0.617,0.616,NA,0.44,0.617,NA,NA,d,colorimetric,0.001,NA,0.16,NA,,
435,Fall - 2018,(low),139,NA,NA,0.197,0.2,NA,0.299,0.307,NA,0.197,0.299,NA,NA,d,colorimetric,-0.008,NA,-2.61,NA,,
435,Spring - 2012,(high),114,NA,NA,3.87,1.13,NA,1.49,2.15,NA,3.87,1.49,NA,NA,d,colorimetric,-0.66,NA,-30.7,NA,D ,
435,Spring - 2014,(low),121,NA,NA,0.404,0.418,NA,0.552,0.555,NA,0.404,0.552,NA,NA,d,colorimetric,-0.003,NA,-0.54,NA,,
435,Spring - 2015,(low),125,NA,NA,0.318,0.307,NA,0.42,0.464,NA,0.318,0.42,NA,NA,d,colorimetric,-0.044,NA,-9.48,NA,,
435,Spring - 2016,(high),130,NA,NA,1.85,1.81,NA,2.23,2.32,NA,1.85,2.23,NA,NA,d,colorimetric,-0.09,NA,-3.88,NA,,
435,Spring - 2017,(low),133,NA,NA,0.09,0.09,NA,0.207,0.199,NA,0.09,0.207,NA,NA,d,colorimetric,0.008,NA,4.02,NA,,
435,Spring - 2018,(low),137,NA,NA,0.327,0.326,NA,0.375,0.45,NA,0.327,0.375,NA,NA,d,colorimetric,-0.075,NA,-16.67,NA,,
446,Fall - 2014,(high),124,NA,NA,0.573,0.556,NA,0.706,0.73,NA,0.573,0.706,NA,NA,d,colorimetric,-0.024,NA,-3.29,NA,,
446,Fall - 2014,(low),123,NA,NA,0.26,0.257,NA,0.521,0.555,NA,0.26,0.521,NA,NA,d,colorimetric,-0.034,NA,-6.13,NA,,
446,Fall - 2015,(high),128,NA,NA,3.046,3.04,NA,0.245,3.53,NA,3.046,0.245,NA,NA,d,colorimetric,-3.285,NA,-93.06,NA,B,
446,Fall - 2015,(low),127,NA,NA,0.306,0.302,NA,0.222,0.437,NA,0.306,0.222,NA,NA,d,colorimetric,-0.215,NA,-49.2,NA,X,
446,Fall - 2016,(high),132,NA,NA,0.922,0.933,NA,1.209,1.24,NA,0.922,1.209,NA,NA,d,colorimetric,-0.031,NA,-2.5,NA,,
446,Fall - 2016,(low),131,NA,NA,0.357,0.362,NA,0.507,0.491,NA,0.357,0.507,NA,NA,d,colorimetric,0.016,NA,3.26,NA,,
446,Fall - 2018,(high),140,NA,NA,0.695,0.663,NA,1.122,1.14,NA,0.695,1.122,NA,NA,d,colorimetric,-0.018,NA,-1.58,NA,,
446,Fall - 2018,(low),139,NA,NA,0.216,0.2,NA,0.301,0.307,NA,0.216,0.301,NA,NA,d,colorimetric,-0.006,NA,-1.95,NA,,
446,Spring - 2013,(high),118,NA,NA,0.602,0.59,NA,1.465,1.48,NA,0.602,1.465,NA,NA,d,colorimetric,-0.015,NA,-1.01,NA,,
446,Spring - 2013,(low),117,NA,NA,0.189,0.22,NA,0.591,0.641,NA,0.189,0.591,NA,NA,d,colorimetric,-0.05,NA,-7.8,NA,,
446,Spring - 2014,(low),121,NA,NA,NA,NA,NA,0.524,0.555,NA,NA,0.524,NA,NA,d,colorimetric,-0.031,NA,-5.59,NA,,
446,Spring - 2015,(high),126,NA,NA,1.788,1.48,NA,1.913,1.86,NA,1.788,1.913,NA,NA,d,colorimetric,0.053,NA,2.85,NA,,
446,Spring - 2015,(low),125,NA,NA,0.431,0.307,NA,0.47,0.464,NA,0.431,0.47,NA,NA,d,colorimetric,0.006,NA,1.29,NA,,
446,Spring - 2016,(high),130,NA,NA,1.885,1.81,NA,1.725,2.32,NA,1.885,1.725,NA,NA,d,colorimetric,-0.595,NA,-25.65,NA,,
446,Spring - 2016,(low),129,NA,NA,0.248,0.267,NA,0.535,0.48,NA,0.248,0.535,NA,NA,d,colorimetric,0.055,NA,11.46,NA,,
447,Fall - 2012,(high),116,0.412,0.428,0.486,0.445,colorimetric,0.898,0.889,0.412,0.486,0.898,0.898,0,c,colorimetric,NA,0.009,NA,1.01,,
447,Fall - 2012,(low),115,0.205,0.264,0.22,0.228,colorimetric,0.425,0.463,0.205,0.22,0.425,0.425,0,c,colorimetric,NA,-0.038,NA,-8.21,,
447,Fall - 2013,(high),120,NA,NA,0.674,0.692,NA,1.213,1.21,NA,0.674,1.213,NA,NA,d,colorimetric,0.003,NA,0.25,NA,,
447,Fall - 2013,(low),119,NA,NA,0.265,0.271,NA,0.589,0.536,NA,0.265,0.589,NA,NA,d,colorimetric,0.053,NA,9.89,NA,,
447,Fall - 2015,(high),128,NA,NA,3.015,3.04,NA,3.56,3.53,NA,3.015,3.56,NA,NA,d,colorimetric,0.03,NA,0.85,NA,,
447,Fall - 2015,(low),127,NA,NA,0.294,0.302,NA,0.412,0.437,NA,0.294,0.412,NA,NA,d,colorimetric,-0.025,NA,-5.72,NA,,
447,Fall - 2016,(high),132,NA,NA,0.9137,0.933,NA,1.14,1.24,NA,0.9137,1.14,NA,NA,d,colorimetric,-0.1,NA,-8.06,NA,,
447,Fall - 2016,(low),131,NA,NA,0.3582,0.362,NA,0.461,0.491,NA,0.3582,0.461,NA,NA,d,colorimetric,-0.03,NA,-6.11,NA,,
447,Fall - 2017,(high),136,0.446,0.409,0.608,0.639,colorimetric,1.054,1.06,0.446,0.608,1.054,1.054,0,c,colorimetric,NA,-0.006,NA,-0.57,,
447,Fall - 2017,(low),135,0.141,0.18,0.409,0.436,colorimetric,0.55,0.616,0.141,0.409,0.55,0.55,0,c,colorimetric,NA,-0.066,NA,-10.71,,
447,Fall - 2018,(high),140,NA,NA,0.6524,0.663,NA,0.9903,1.14,NA,0.6524,0.9903,NA,NA,d,colorimetric,-0.1497,NA,-13.13,NA,,
447,Fall - 2018,(low),139,NA,NA,0.1925,0.2,NA,0.1798,0.307,NA,0.1925,0.1798,NA,NA,d,colorimetric,-0.1272,NA,-41.43,NA,D ,
447,Spring - 2012,(high),114,1.047,1.03,1.132,1.13,colorimetric,2.179,2.15,1.047,1.132,2.179,2.179,0,c,colorimetric,NA,0.029,NA,1.35,,
447,Spring - 2012,(low),113,0.2377,0.258,0.109,0.107,colorimetric,0.347,0.349,0.2377,0.109,0.347,0.3467,-0.0003,c,colorimetric,NA,-0.0023,NA,-0.66,,
447,Spring - 2013,(high),118,NA,NA,0.566,0.59,NA,1.512,1.48,NA,0.566,1.512,NA,NA,d,colorimetric,0.032,NA,2.16,NA,,
447,Spring - 2013,(low),117,NA,NA,0.2075,0.22,NA,0.64,0.641,NA,0.2075,0.64,NA,NA,d,colorimetric,-0.001,NA,-0.16,NA,,
447,Spring - 2016,(high),130,0.4774,0.547,1.7824,1.81,colorimetric,2.2598,2.32,0.4774,1.7824,2.2598,2.2598,0,c,colorimetric,NA,-0.0602,NA,-2.59,,
447,Spring - 2016,(low),129,0.1256,0.24,0.2573,0.267,colorimetric,0.383,0.48,0.1256,0.2573,0.383,0.3829,0,c,colorimetric,NA,-0.0971,NA,-20.23,,
447,Spring - 2018,(high),138,NA,NA,0.797,0.79,NA,1.3,1.27,NA,0.797,1.3,NA,NA,d,colorimetric,0.03,NA,2.36,NA,,
447,Spring - 2018,(low),137,NA,NA,0.33,0.326,NA,0.499,0.45,NA,0.33,0.499,NA,NA,d,colorimetric,0.049,NA,10.89,NA,,
453,Fall - 2013,(low),119,0.38,0.267,0.28,0.271,colorimetric,0.66,0.536,0.38,0.28,0.66,0.66,0,c,other,NA,0.124,NA,23.13,,
453,Spring - 2014,(low),121,<0.20,0.139,0.43,0.418,colorimetric,NA,0.555,NA,0.43,NA,NA,NA,c,NA,NA,NA,NA,NA,,A
454,Fall - 2016,(low),131,NA,NA,0.345,0.362,NA,0.496,0.491,NA,0.345,0.496,NA,NA,d,colorimetric,0.005,NA,1.02,NA,,
454,Spring - 2012,(low),113,NA,NA,0.104,0.107,NA,0.326,0.349,NA,0.104,0.326,NA,NA,d,colorimetric,-0.023,NA,-6.59,NA,,
454,Spring - 2013,(low),117,NA,NA,0.224,0.22,NA,0.662,0.641,NA,0.224,0.662,NA,NA,d,colorimetric,0.021,NA,3.28,NA,,
454,Spring - 2014,(low),121,NA,NA,0.422,0.418,NA,0.552,0.555,NA,0.422,0.552,NA,NA,d,colorimetric,-0.003,NA,-0.54,NA,,
454,Spring - 2015,(low),125,NA,NA,0.317,0.307,NA,0.43,0.464,NA,0.317,0.43,NA,NA,d,colorimetric,-0.034,NA,-7.33,NA,,
454,Spring - 2016,(low),129,NA,NA,0.272,0.267,NA,0.494,0.48,NA,0.272,0.494,NA,NA,d,colorimetric,0.014,NA,2.92,NA,,
537,Fall - 2012,(low),115,NA,NA,NA,NA,NA,0.463,0.463,NA,NA,0.463,NA,NA,d,colorimetric,0,NA,0,NA,,
537,Fall - 2013,(low),119,NA,NA,0.271,0.271,NA,0.536,0.536,NA,0.271,0.536,NA,NA,d,colorimetric,0,NA,0,NA,,
537,Fall - 2014,(low),123,NA,NA,0.245,0.257,NA,0.514,0.555,NA,0.245,0.514,NA,NA,d,colorimetric,-0.041,NA,-7.39,NA,,
537,Fall - 2015,(low),127,NA,NA,0.3,0.302,NA,0.445,0.437,NA,0.3,0.445,NA,NA,d,colorimetric,0.008,NA,1.83,NA,,
537,Fall - 2016,(low),131,NA,NA,0.376,0.362,NA,0.488,0.491,NA,0.376,0.488,NA,NA,d,colorimetric,-0.003,NA,-0.61,NA,,
537,Fall - 2017,(low),135,NA,NA,0.424,0.436,NA,0.567,0.616,NA,0.424,0.567,NA,NA,d,colorimetric,-0.049,NA,-7.95,NA,,
537,Fall - 2018,(high),140,NA,NA,0.673,0.663,NA,1.109,1.14,NA,0.673,1.109,NA,NA,d,colorimetric,-0.031,NA,-2.72,NA,,
537,Fall - 2018,(low),139,NA,NA,0.239,0.2,NA,0.501,0.307,NA,0.239,0.501,NA,NA,d,colorimetric,0.194,NA,63.19,NA,X,
537,Spring - 2012,(low),113,NA,NA,0.098,0.107,NA,0.287,0.349,NA,0.098,0.287,NA,NA,d,colorimetric,-0.062,NA,-17.77,NA,,
537,Spring - 2013,(low),117,NA,NA,0.215,0.22,NA,0.62,0.641,NA,0.215,0.62,NA,NA,d,colorimetric,-0.021,NA,-3.28,NA,,
537,Spring - 2014,(low),121,NA,NA,0.418,0.418,NA,0.553,0.555,NA,0.418,0.553,NA,NA,d,colorimetric,-0.002,NA,-0.36,NA,,
537,Spring - 2015,(low),125,NA,NA,0.316,0.307,NA,0.463,0.464,NA,0.316,0.463,NA,NA,d,colorimetric,-0.001,NA,-0.22,NA,,
537,Spring - 2016,(low),129,NA,NA,0.256,0.267,NA,0.445,0.48,NA,0.256,0.445,NA,NA,d,colorimetric,-0.035,NA,-7.29,NA,,
537,Spring - 2017,(low),133,NA,NA,9.10E-02,0.09,NA,0.208,0.199,NA,0.091,0.208,NA,NA,d,colorimetric,0.009,NA,4.52,NA,,
537,Spring - 2018,(low),137,NA,NA,0.268,0.326,NA,0.549,0.45,NA,0.268,0.549,NA,NA,d,colorimetric,0.099,NA,22,NA,,
538,Fall - 2012,(high),116,0.636,0.428,0.455,0.445,colorimetric,0.888,0.889,0.636,0.455,0.888,1.091,0.203,d,colorimetric,-0.001,0.202,-0.11,22.72,,
538,Fall - 2012,(low),115,0.459,0.264,0.244,0.228,colorimetric,0.466,0.463,0.459,0.244,0.466,0.703,0.237,d,colorimetric,0.003,0.24,0.65,51.84,,X
538,Fall - 2014,(high),124,0.526,0.212,0.563,0.556,colorimetric,NA,0.73,0.526,0.563,NA,1.089,NA,c,NA,NA,0.359,NA,49.18,,X
538,Fall - 2014,(low),123,2.47,0.32,0.264,0.257,colorimetric,NA,0.555,2.47,0.264,NA,2.734,NA,c,NA,NA,2.179,NA,392.61,,B
538,Fall - 2015,(high),128,0.804,0.518,2.8,3.04,colorimetric,2.45,3.53,0.804,2.8,2.45,3.604,1.154,d,colorimetric,-1.08,0.074,-30.59,2.1,X,
538,Fall - 2015,(low),127,0.456,0.139,0.259,0.302,colorimetric,1.153,0.437,0.456,0.259,1.153,0.715,-0.438,d,colorimetric,0.716,0.278,163.84,63.62,X,X
538,Fall - 2017,(high),136,NA,NA,NA,NA,NA,1.409,1.06,NA,NA,1.409,NA,NA,d,colorimetric,0.349,NA,32.92,NA,,
538,Fall - 2017,(low),135,NA,NA,NA,NA,NA,1.157,0.616,NA,NA,1.157,NA,NA,d,colorimetric,0.541,NA,87.82,NA,,
538,Fall - 2018,(high),140,NA,NA,0.622,0.663,NA,1.218,1.14,NA,0.622,1.218,NA,NA,d,colorimetric,0.078,NA,6.84,NA,,
538,Fall - 2018,(low),139,NA,NA,0.181,0.2,NA,0.251,0.307,NA,0.181,0.251,NA,NA,d,colorimetric,-0.056,NA,-18.24,NA,,
538,Spring - 2012,(high),114,0.992,1.03,1.151,1.13,colorimetric,2.004,2.15,0.992,1.151,2.004,2.143,0.139,d,colorimetric,-0.146,-0.007,-6.79,-0.33,,
538,Spring - 2012,(low),113,0.2,0.258,0.104,0.107,colorimetric,0.587,0.349,0.2,0.104,0.587,0.304,-0.283,d,colorimetric,0.238,-0.045,68.19,-12.89,,
538,Spring - 2015,(high),126,0.533,0.392,1.432,1.48,colorimetric,1.783,1.86,0.533,1.432,1.783,1.965,0.182,d,colorimetric,-0.077,0.105,-4.14,5.65,,
538,Spring - 2015,(low),125,0.575,0.162,0.252,0.307,colorimetric,1.078,0.464,0.575,0.252,1.078,0.827,-0.251,d,colorimetric,0.614,0.363,132.33,78.23,X,X
538,Spring - 2016,(high),130,NA,NA,1.68,1.81,colorimetric,1.857,2.32,NA,1.68,1.857,NA,NA,d,colorimetric,-0.463,NA,-19.96,NA,,
538,Spring - 2016,(low),129,NA,NA,0.263,0.267,colorimetric,0.698,0.48,NA,0.263,0.698,NA,NA,d,colorimetric,0.218,NA,45.42,NA,,
538,Spring - 2017,(high),134,NA,NA,0.56,0.801,NA,1.169,0.98,NA,0.56,1.169,NA,NA,d,colorimetric,0.189,NA,19.29,NA,,
538,Spring - 2017,(low),133,NA,NA,5.70E-02,0.09,NA,0.199,0.199,NA,0.057,0.199,NA,NA,d,colorimetric,0,NA,0,NA,,
538,Spring - 2018,(high),138,NA,NA,0.807,0.79,NA,1.244,1.27,NA,0.807,1.244,NA,NA,d,colorimetric,-0.026,NA,-2.05,NA,,
538,Spring - 2018,(low),137,NA,NA,0.372,0.326,NA,0.771,0.45,NA,0.372,0.771,NA,NA,d,colorimetric,0.321,NA,71.33,NA,,
555,Fall - 2012,(high),116,0.41,0.428,0.52,0.445,colorimetric,0.7,0.889,0.41,0.52,0.7,0.93,0.23,d,colorimetric,-0.189,0.041,-21.26,4.61,,
561,Spring - 2013,(high),118,0.93,0.93,0.62,0.59,colorimetric,NA,1.48,0.93,0.62,NA,1.55,NA,c,NA,NA,0.07,NA,4.73,,
561,Spring - 2013,(low),117,0.51,0.44,0.28,0.22,colorimetric,NA,0.641,0.51,0.28,NA,0.79,NA,c,NA,NA,0.149,NA,23.24,,
561,Spring - 2014,(high),122,0.56,0.59,1,1.1,colorimetric,NA,1.7,0.56,1,NA,1.56,NA,c,NA,NA,-0.14,NA,-8.24,,
561,Spring - 2014,(low),121,0.09,0.139,0.44,0.418,colorimetric,NA,0.555,0.09,0.44,NA,0.53,NA,c,NA,NA,-0.025,NA,-4.5,,
561,Spring - 2015,(high),126,0.24,0.392,1.44,1.48,colorimetric,NA,1.86,0.24,1.44,NA,1.68,NA,c,NA,NA,-0.18,NA,-9.68,,
561,Spring - 2015,(low),125,<0.12,0.162,0.35,0.307,colorimetric,NA,0.464,NA,0.35,NA,NA,NA,c,NA,NA,NA,NA,NA,,A
561,Spring - 2016,(high),130,0.5,0.547,1.81,1.81,colorimetric,NA,2.32,0.5,1.81,NA,2.31,NA,c,NA,NA,-0.01,NA,-0.43,,
561,Spring - 2016,(low),129,0.18,0.24,0.29,0.267,colorimetric,NA,0.48,0.18,0.29,NA,0.47,NA,c,NA,NA,-0.01,NA,-2.08,,
561,Spring - 2017,(high),134,<0.15,0.196,0.78,0.801,colorimetric,NA,0.98,NA,0.78,NA,NA,NA,c,NA,NA,NA,NA,NA,,A
561,Spring - 2017,(low),133,<0.15,0.134,<0.15,0.09,colorimetric,NA,0.199,NA,NA,NA,NA,NA,c,NA,NA,NA,NA,NA,,A
561,Spring - 2018,(high),138,0.49,0.495,0.75,0.79,colorimetric,NA,1.27,0.49,0.75,NA,1.24,NA,c,NA,NA,-0.03,NA,-2.36,,
561,Spring - 2018,(low),137,0.17,0.143,0.31,0.326,colorimetric,NA,0.45,0.17,0.31,NA,0.48,NA,c,NA,NA,0.03,NA,6.67,,
562,Spring - 2018,(high),138,NA,NA,0.8,0.79,NA,1.34,1.27,NA,0.8,1.34,NA,NA,d,colorimetric,0.07,NA,5.51,NA,,
562,Spring - 2018,(low),137,NA,NA,0.329,0.326,NA,0.467,0.45,NA,0.329,0.467,NA,NA,d,colorimetric,0.017,NA,3.78,NA,,
564,Fall - 2018,(low),139,NA,NA,0.192,0.2,NA,0.287,0.307,NA,0.192,0.287,NA,NA,d,colorimetric,-0.02,NA,-6.51,NA,,
565,Fall - 2016,(high),132,NA,NA,1.007,0.933,NA,1.206,1.24,NA,1.007,1.206,NA,NA,d,colorimetric,-0.034,NA,-2.74,NA,,
565,Fall - 2016,(low),131,NA,NA,3.66,0.362,NA,3.98,0.491,NA,3.66,3.98,NA,NA,d,colorimetric,3.489,NA,710.59,NA,B,
565,Fall - 2017,(high),136,NA,NA,0.737,0.639,NA,2.81,1.06,NA,0.737,2.81,NA,NA,d,colorimetric,1.75,NA,165.09,NA,X,
565,Fall - 2017,(low),135,NA,NA,0.45,0.436,NA,0.776,0.616,NA,0.45,0.776,NA,NA,d,colorimetric,0.16,NA,25.97,NA,,
565,Fall - 2018,(high),140,NA,NA,0.831,0.663,NA,1.276,1.14,NA,0.831,1.276,NA,NA,d,colorimetric,0.136,NA,11.93,NA,,
565,Fall - 2018,(low),139,NA,NA,0.214,0.2,NA,0.299,0.307,NA,0.214,0.299,NA,NA,d,colorimetric,-0.008,NA,-2.61,NA,,
565,Spring - 2016,(high),130,NA,NA,1.88,1.81,NA,2.843,2.32,NA,1.88,2.843,NA,NA,d,colorimetric,0.523,NA,22.54,NA,,
565,Spring - 2016,(low),129,NA,NA,0.268,0.267,NA,0.52,0.48,NA,0.268,0.52,NA,NA,d,colorimetric,0.04,NA,8.33,NA,,
565,Spring - 2017,(high),134,NA,NA,0.8409,0.801,NA,1.247,0.98,NA,0.8409,1.247,NA,NA,d,colorimetric,0.267,NA,27.24,NA,,
565,Spring - 2017,(low),133,NA,NA,0.1773,0.09,NA,0.232,0.199,NA,0.1773,0.232,NA,NA,d,colorimetric,0.033,NA,16.58,NA,,
565,Spring - 2018,(high),138,NA,NA,0.728,0.79,NA,2.876,1.27,NA,0.728,2.876,NA,NA,d,colorimetric,1.606,NA,126.46,NA,X,
565,Spring - 2018,(low),137,NA,NA,0.326,0.326,NA,0.461,0.45,NA,0.326,0.461,NA,NA,d,colorimetric,0.011,NA,2.44,NA,,
566,Fall - 2014,(high),124,0.2,0.212,0.56,0.556,colorimetric,NA,0.73,0.2,0.56,NA,0.76,NA,c,NA,NA,0.03,NA,4.11,,
566,Fall - 2014,(low),123,0.346,0.32,0.257,0.257,colorimetric,NA,0.555,0.346,0.257,NA,0.603,NA,c,NA,NA,0.048,NA,8.65,,
566,Fall - 2015,(high),128,0.37,0.518,3,3.04,colorimetric,NA,3.53,0.37,3,NA,3.37,NA,c,NA,NA,-0.16,NA,-4.53,,
566,Fall - 2016,(high),132,0.38,0.317,0.95,0.933,colorimetric,NA,1.24,0.38,0.95,NA,1.33,NA,c,NA,NA,0.09,NA,7.26,,
572,Fall - 2015,(high),128,NA,NA,NA,NA,NA,<0.036,3.53,NA,NA,NA,NA,NA,d,colorimetric,NA,NA,NA,NA,A,
572,Spring - 2016,(high),130,NA,NA,NA,NA,NA,0.3,2.32,NA,NA,0.3,NA,NA,d,colorimetric,-2.02,NA,-87.07,NA,C,
572,Spring - 2016,(low),129,NA,NA,NA,NA,NA,3.7,0.48,NA,NA,3.7,NA,NA,d,colorimetric,3.22,NA,670.83,NA,C,
573,Fall - 2015,(low),127,NA,NA,0.324,0.302,NA,0.4,0.437,NA,0.324,0.4,NA,NA,d,colorimetric,-0.037,NA,-8.47,NA,,
574,Fall - 2015,(high),128,0.703,0.518,2.98,3.04,colorimetric,NA,3.53,0.703,2.98,NA,3.683,NA,c,NA,NA,0.153,NA,4.33,,
574,Fall - 2015,(low),127,0.139,0.139,0.289,0.302,colorimetric,NA,0.437,0.139,0.289,NA,0.428,NA,c,NA,NA,-0.009,NA,-2.06,,
574,Fall - 2016,(high),132,0.439,0.317,0.856,0.933,colorimetric,NA,1.24,0.439,0.856,NA,1.295,NA,c,NA,NA,0.055,NA,4.44,,
574,Fall - 2016,(low),131,0.219,0.14,0.327,0.362,colorimetric,NA,0.491,0.219,0.327,NA,0.546,NA,c,NA,NA,0.055,NA,11.2,,
574,Fall - 2017,(high),136,0.463,0.409,0.594,0.639,colorimetric,NA,1.06,0.463,0.594,NA,1.057,NA,c,NA,NA,-0.003,NA,-0.28,,
574,Fall - 2017,(low),135,0.187,0.18,0.401,0.436,colorimetric,NA,0.616,0.187,0.401,NA,0.588,NA,c,NA,NA,-0.028,NA,-4.55,,
577,Fall - 2016,(high),132,0.296,0.317,1.085,0.933,colorimetric,NA,1.24,0.296,1.085,NA,1.381,NA,c,NA,NA,0.141,NA,11.37,,
577,Fall - 2016,(low),131,0.119,0.14,0.41,0.362,colorimetric,NA,0.491,0.119,0.41,NA,0.529,NA,c,NA,NA,0.038,NA,7.74,,
589,Fall - 2017,(high),136,0.328,0.409,0.66,0.639,colorimetric,NA,1.06,0.328,0.66,NA,0.988,NA,c,NA,NA,-0.072,NA,-6.79,,
589,Fall - 2018,(high),140,0.604,0.486,0.647,0.663,colorimetric,NA,1.14,0.604,0.647,NA,1.251,NA,c,NA,NA,0.111,NA,9.74,,
589,Spring - 2018,(high),138,0.469,0.495,0.758,0.79,colorimetric,NA,1.27,0.469,0.758,NA,1.227,NA,c,NA,NA,-0.043,NA,-3.39,,
590,Fall - 2017,(low),135,NA,NA,0.376,0.436,NA,0.461,0.616,NA,0.376,0.461,NA,NA,d,colorimetric,-0.155,NA,-25.16,NA,,
591,Fall - 2018,(high),140,NA,NA,NA,NA,NA,1.115,1.14,NA,NA,1.115,NA,NA,d,colorimetric,-0.025,NA,-2.19,NA,,
599,Fall - 2018,(high),140,NA,NA,NA,NA,NA,0.695,1.14,NA,NA,0.695,NA,NA,d,colorimetric,-0.445,NA,-39.04,NA,X,
599,Fall - 2018,(low),139,NA,NA,NA,NA,NA,0.33,0.307,NA,NA,0.33,NA,NA,d,colorimetric,0.023,NA,7.49,NA,,
